-1.996000000e+000,0.00018
-1.995600000e+000,-0.00022
-1.995200000e+000,-2e-005
-1.994800000e+000,0.00014
-1.994400000e+000,-0.00022
-1.994000000e+000,2e-005
-1.993600000e+000,0.00038
-1.993200000e+000,0.00046
-1.992800000e+000,0.00026
-1.992400000e+000,-0.00014
-1.992000000e+000,0.0003
-1.991600000e+000,6e-005
-1.991200000e+000,0.00018
-1.990800000e+000,0.00022
-1.990400000e+000,-0.00034
-1.990000000e+000,-6e-005
-1.989600000e+000,-0.00018
-1.989200000e+000,-0.00018
-1.988800000e+000,-0.00014
-1.988400000e+000,6e-005
-1.988000000e+000,0.00022
-1.987600000e+000,-2e-005
-1.987200000e+000,0.00042
-1.986800000e+000,-0.0003
-1.986400000e+000,-0.00098
-1.986000000e+000,-0.00042
-1.985600000e+000,-0.00018
-1.985200000e+000,0.0001
-1.984800000e+000,-0.00018
-1.984400000e+000,-0.00018
-1.984000000e+000,0.00058
-1.983600000e+000,-0.00018
-1.983200000e+000,-0.0003
-1.982800000e+000,-0.00014
-1.982400000e+000,-6e-005
-1.982000000e+000,0.00042
-1.981600000e+000,-0.00014
-1.981200000e+000,0.00026
-1.980800000e+000,0.0009
-1.980400000e+000,-0.00018
-1.980000000e+000,-0.0005
-1.979600000e+000,-0.0007
-1.979200000e+000,2e-005
-1.978800000e+000,0.00042
-1.978400000e+000,-6e-005
-1.978000000e+000,-0.00026
-1.977600000e+000,-0.0003
-1.977200000e+000,-0.00062
-1.976800000e+000,-0.00022
-1.976400000e+000,-6e-005
-1.976000000e+000,0.00026
-1.975600000e+000,-0.0001
-1.975200000e+000,6e-005
-1.974800000e+000,6e-005
-1.974400000e+000,-0.0005
-1.974000000e+000,-0.00022
-1.973600000e+000,2e-005
-1.973200000e+000,2e-005
-1.972800000e+000,0.0003
-1.972400000e+000,-0.0001
-1.972000000e+000,0.00026
-1.971600000e+000,0.00018
-1.971200000e+000,0.00026
-1.970800000e+000,0.0005
-1.970400000e+000,-0.00014
-1.970000000e+000,0.0003
-1.969600000e+000,2e-005
-1.969200000e+000,-0.0003
-1.968800000e+000,0.0001
-1.968400000e+000,-6e-005
-1.968000000e+000,0.00034
-1.967600000e+000,0.00026
-1.967200000e+000,0.00058
-1.966800000e+000,-6e-005
-1.966400000e+000,-0.00094
-1.966000000e+000,-0.00026
-1.965600000e+000,-0.0001
-1.965200000e+000,-0.00018
-1.964800000e+000,-0.0001
-1.964400000e+000,-6e-005
-1.964000000e+000,0.00058
-1.963600000e+000,-0.00022
-1.963200000e+000,-0.00022
-1.962800000e+000,-6e-005
-1.962400000e+000,-2e-005
-1.962000000e+000,0.00022
-1.961600000e+000,-6e-005
-1.961200000e+000,0.0001
-1.960800000e+000,0.00066
-1.960400000e+000,-0.00014
-1.960000000e+000,-0.00058
-1.959600000e+000,-0.00038
-1.959200000e+000,0.00018
-1.958800000e+000,0.00042
-1.958400000e+000,-0.00022
-1.958000000e+000,-6e-005
-1.957600000e+000,-0.00014
-1.957200000e+000,-0.00018
-1.956800000e+000,-0.00018
-1.956400000e+000,-0.00018
-1.956000000e+000,-6e-005
-1.955600000e+000,-0.00026
-1.955200000e+000,-0.00038
-1.954800000e+000,0.00026
-1.954400000e+000,-0.00066
-1.954000000e+000,-6e-005
-1.953600000e+000,2e-005
-1.953200000e+000,0.00018
-1.952800000e+000,0.0005
-1.952400000e+000,0.0001
-1.952000000e+000,-6e-005
-1.951600000e+000,0.00022
-1.951200000e+000,0.0007
-1.950800000e+000,0.00034
-1.950400000e+000,0.00026
-1.950000000e+000,0.00058
-1.949600000e+000,0.00022
-1.949200000e+000,-0.00014
-1.948800000e+000,0.00022
-1.948400000e+000,-0.00018
-1.948000000e+000,-2e-005
-1.947600000e+000,0.00014
-1.947200000e+000,0.00066
-1.946800000e+000,2e-005
-1.946400000e+000,-0.00074
-1.946000000e+000,-0.00034
-1.945600000e+000,-0.00022
-1.945200000e+000,2e-005
-1.944800000e+000,0.0001
-1.944400000e+000,-2e-005
-1.944000000e+000,0.00062
-1.943600000e+000,-0.00026
-1.943200000e+000,-0.00058
-1.942800000e+000,-0.00014
-1.942400000e+000,-6e-005
-1.942000000e+000,0.00058
-1.941600000e+000,-6e-005
-1.941200000e+000,0.00042
-1.940800000e+000,0.00078
-1.940400000e+000,-0.00034
-1.940000000e+000,-0.00054
-1.939600000e+000,-0.00022
-1.939200000e+000,0.0001
-1.938800000e+000,0.0003
-1.938400000e+000,-0.00018
-1.938000000e+000,-0.00014
-1.937600000e+000,-0.00018
-1.937200000e+000,-0.00014
-1.936800000e+000,-0.0003
-1.936400000e+000,-0.00026
-1.936000000e+000,-6e-005
-1.935600000e+000,-0.0003
-1.935200000e+000,-2e-005
-1.934800000e+000,6e-005
-1.934400000e+000,-0.00046
-1.934000000e+000,-0.0001
-1.933600000e+000,0.00022
-1.933200000e+000,2e-005
-1.932800000e+000,0.00062
-1.932400000e+000,2e-005
-1.932000000e+000,0.00026
-1.931600000e+000,0.00026
-1.931200000e+000,0.0003
-1.930800000e+000,0.00018
-1.930400000e+000,0.00014
-1.930000000e+000,0.0003
-1.929600000e+000,0.00014
-1.929200000e+000,0.0001
-1.928800000e+000,-2e-005
-1.928400000e+000,-0.00014
-1.928000000e+000,-2e-005
-1.927600000e+000,6e-005
-1.927200000e+000,0.00074
-1.926800000e+000,-2e-005
-1.926400000e+000,-0.00058
-1.926000000e+000,-6e-005
-1.925600000e+000,-0.00046
-1.925200000e+000,2e-005
-1.924800000e+000,-2e-005
-1.924400000e+000,0.00018
-1.924000000e+000,0.00058
-1.923600000e+000,-0.0003
-1.923200000e+000,-0.00062
-1.922800000e+000,-0.00018
-1.922400000e+000,-0.0005
-1.922000000e+000,0.00022
-1.921600000e+000,-6e-005
-1.921200000e+000,0.00018
-1.920800000e+000,0.00062
-1.920400000e+000,0.0001
-1.920000000e+000,-0.00038
-1.919600000e+000,-0.00058
-1.919200000e+000,-0.00026
-1.918800000e+000,6e-005
-1.918400000e+000,-0.00046
-1.918000000e+000,-0.00014
-1.917600000e+000,-0.0003
-1.917200000e+000,-0.00058
-1.916800000e+000,2e-005
-1.916400000e+000,-0.00014
-1.916000000e+000,-6e-005
-1.915600000e+000,-0.00066
-1.915200000e+000,0.00022
-1.914800000e+000,-0.00018
-1.914400000e+000,-0.00046
-1.914000000e+000,-0.00034
-1.913600000e+000,0.00014
-1.913200000e+000,0.0005
-1.912800000e+000,0.00034
-1.912400000e+000,-6e-005
-1.912000000e+000,0.00018
-1.911600000e+000,0.00026
-1.911200000e+000,0.00022
-1.910800000e+000,6e-005
-1.910400000e+000,0.0005
-1.910000000e+000,0.00094
-1.909600000e+000,6e-005
-1.909200000e+000,0.00066
-1.908800000e+000,-0.00018
-1.908400000e+000,2e-005
-1.908000000e+000,0.00022
-1.907600000e+000,0.00014
-1.907200000e+000,0.0007
-1.906800000e+000,0.0001
-1.906400000e+000,-0.0003
-1.906000000e+000,-0.00026
-1.905600000e+000,-0.00026
-1.905200000e+000,2e-005
-1.904800000e+000,6e-005
-1.904400000e+000,0.00026
-1.904000000e+000,0.0005
-1.903600000e+000,-0.00022
-1.903200000e+000,-0.00058
-1.902800000e+000,-0.00034
-1.902400000e+000,-0.00014
-1.902000000e+000,-0.0003
-1.901600000e+000,0.00026
-1.901200000e+000,0.0003
-1.900800000e+000,0.0007
-1.900400000e+000,-0.00014
-1.900000000e+000,-2e-005
-1.899600000e+000,-0.00046
-1.899200000e+000,0.00022
-1.898800000e+000,0.00038
-1.898400000e+000,-0.0001
-1.898000000e+000,-0.00026
-1.897600000e+000,-0.00054
-1.897200000e+000,-6e-005
-1.896800000e+000,0.00034
-1.896400000e+000,-0.00022
-1.896000000e+000,-0.00038
-1.895600000e+000,-0.00014
-1.895200000e+000,-0.00022
-1.894800000e+000,-2e-005
-1.894400000e+000,-0.0003
-1.894000000e+000,-0.00046
-1.893600000e+000,0.00042
-1.893200000e+000,6e-005
-1.892800000e+000,0.00038
-1.892400000e+000,-2e-005
-1.892000000e+000,-6e-005
-1.891600000e+000,0.0001
-1.891200000e+000,0.0001
-1.890800000e+000,0.00042
-1.890400000e+000,0.00038
-1.890000000e+000,0.0007
-1.889600000e+000,0.00014
-1.889200000e+000,0.0003
-1.888800000e+000,2e-005
-1.888400000e+000,0.00038
-1.888000000e+000,6e-005
-1.887600000e+000,-2e-005
-1.887200000e+000,0.0007
-1.886800000e+000,0.00014
-1.886400000e+000,-0.00054
-1.886000000e+000,-0.00062
-1.885600000e+000,-0.00046
-1.885200000e+000,-6e-005
-1.884800000e+000,-0.00018
-1.884400000e+000,0.00022
-1.884000000e+000,0.00066
-1.883600000e+000,2e-005
-1.883200000e+000,-0.0003
-1.882800000e+000,-2e-005
-1.882400000e+000,-0.00014
-1.882000000e+000,-0.00014
-1.881600000e+000,6e-005
-1.881200000e+000,0.0005
-1.880800000e+000,0.00066
-1.880400000e+000,0.00046
-1.880000000e+000,-0.00038
-1.879600000e+000,-0.00018
-1.879200000e+000,6e-005
-1.878800000e+000,0.00014
-1.878400000e+000,-0.00018
-1.878000000e+000,0.00026
-1.877600000e+000,-0.00026
-1.877200000e+000,-6e-005
-1.876800000e+000,0.00046
-1.876400000e+000,-2e-005
-1.876000000e+000,-0.0005
-1.875600000e+000,-0.00034
-1.875200000e+000,-0.00014
-1.874800000e+000,2e-005
-1.874400000e+000,-0.0005
-1.874000000e+000,-0.0003
-1.873600000e+000,0.00038
-1.873200000e+000,0.00042
-1.872800000e+000,0.00026
-1.872400000e+000,6e-005
-1.872000000e+000,0.00038
-1.871600000e+000,0.00014
-1.871200000e+000,0.00022
-1.870800000e+000,2e-005
-1.870400000e+000,0.0003
-1.870000000e+000,0.00054
-1.869600000e+000,0.00014
-1.869200000e+000,0.00018
-1.868800000e+000,0.00022
-1.868400000e+000,-0.0001
-1.868000000e+000,0.00022
-1.867600000e+000,-0.00022
-1.867200000e+000,0.00018
-1.866800000e+000,0.00018
-1.866400000e+000,-0.00042
-1.866000000e+000,-0.0001
-1.865600000e+000,-0.0003
-1.865200000e+000,0.00026
-1.864800000e+000,0.0001
-1.864400000e+000,0.00034
-1.864000000e+000,0.0003
-1.863600000e+000,-6e-005
-1.863200000e+000,-0.00018
-1.862800000e+000,0.00026
-1.862400000e+000,-0.00066
-1.862000000e+000,6e-005
-1.861600000e+000,2e-005
-1.861200000e+000,0.00038
-1.860800000e+000,0.00062
-1.860400000e+000,0.00046
-1.860000000e+000,2e-005
-1.859600000e+000,-0.00026
-1.859200000e+000,-0.0001
-1.858800000e+000,0.00014
-1.858400000e+000,-0.00034
-1.858000000e+000,-2e-005
-1.857600000e+000,-0.00018
-1.857200000e+000,-0.00026
-1.856800000e+000,0.00038
-1.856400000e+000,-0.0001
-1.856000000e+000,-0.00046
-1.855600000e+000,-0.00026
-1.855200000e+000,-0.00026
-1.854800000e+000,0.0001
-1.854400000e+000,-0.00042
-1.854000000e+000,-0.00058
-1.853600000e+000,0.0001
-1.853200000e+000,0.00018
-1.852800000e+000,6e-005
-1.852400000e+000,-2e-005
-1.852000000e+000,0.0001
-1.851600000e+000,-0.0001
-1.851200000e+000,-0.00038
-1.850800000e+000,-6e-005
-1.850400000e+000,0.00022
-1.850000000e+000,0.0009
-1.849600000e+000,0.00026
-1.849200000e+000,0.00022
-1.848800000e+000,0.00022
-1.848400000e+000,-2e-005
-1.848000000e+000,-2e-005
-1.847600000e+000,0.00018
-1.847200000e+000,0.00034
-1.846800000e+000,0.00054
-1.846400000e+000,0.00014
-1.846000000e+000,-6e-005
-1.845600000e+000,-0.00034
-1.845200000e+000,-0.00018
